
file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;name
ACQ13003;ANIMAL;RABBIT;FOOD_CREATURE;RABBIT;ACQ13003;ACQ13003;1;MALE;MALE;NEUTRAL;;;None;None;;;;;;;;;;;7;Rabbit
ACQ13004;HUMANOID;HUMAN;INNOCENT;FAT_MAN;ACQ13004;ACQ13004;1;MALE;MALE;NEUTRAL;;SHOUT;RUNENEMY;None;;;;;;;;;;;15;Rabbit Breeder
ACQ15001;HUMANOID;ELF;RANGER;FIGHTER_FEMALE_ELF;ACQ15001;ACQ15001;7;FEMALE;FEMALE;NEUTRAL;ACQ15001;INITDLG;ACUITM;;WTARSGT;HELMNOAN;;;;;ACQ15001;SW1H20;;;400;Aphriel
ACQ15002;HUMANOID;HUMAN;INNOCENT;BOY;ACQ15002;ACQ15002;1;MALE;MALE;NEUTRAL;ACQ15002;None;None;None;None;;;;;MINHP1;;;;;7;Perwell
ACQ16001;HUMANOID;HUMAN;SORCERER;MAGE_FEMALE_HUMAN;ACQ16001;ACQ16001;7;FEMALE;FEMALE;NEUTRAL;ACQ16001;ACUITM;MAGE2;None;;;;;;;DAGG01;DART01;;;200;Aiwell
ACQ16002;HUMANOID;LYCANTHROPE;WEREWOLF;WEREWOLF;ACQ16002;ACQ16002;7;MALE;MALE;NEUTRAL;ACQ16002;WTASIGHT;None;None;None;;;IMMUNE1;;;S1-12;;;;420;Werewolf
ACQ16003;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;ACQ16003;ACQ16003;1;MALE;MALE;NEUTRAL;;ACUITM;WTASIGHT;None;;;;;;;DAGG01;;;;0;Tonder
ACQ17001;HUMANOID;GNOME;MAGE;MAGE_MALE_GNOME;ACQ17001;ACQ17001;7;MALE;MALE;NEUTRAL;ACQ17001;ACUITM;MAGE6;None;;;;;;;STAF02;;;;650;Ygnatz
ACQ17002;HUMANOID;GNOME;MAGE;MAGE_MALE_GNOME;ACQ17002;ACQ17002;8;MALE;MALE;NEUTRAL;ACQ17002;ACUITM;MAGE7;None;;;;;;;STAF02;;;;750;Karlini
ACQ17003;MONSTER;DEMONIC;TANARI;TANARRI;ACQ17003;ACQ17003;13;MALE;MALE;NEUTRAL;;DEMBAL01;None;None;WTASIGHT;;;RINGDEMN;IMMUNE3;;B1-12M4;;;;26000;Balor
ACQ18001;HUMANOID;GIBBERLING;GIBBERLING;GIBBERLING;ACQ18001;;1;MALE;MALE;ENEMY;GIBBER;WTASIGHT;;None;WTASIGHT;;;;;;S1-8;S1-8;;;15;Mutated Gibberling
ACQ18002;HUMANOID;HUMAN;BARD;CLERIC_MALE_HUMAN;ACQ18002;ACQ18002;5;MALE;MALE;NEUTRAL;ACQ18002;MAGE2;None;None;;;;;;;XBOW04;SW1H07;;;550;Geraldo
ACQ18004;HUMANOID;GIBBERLING;GIBBERLING;GIBBERLING;ACQ18004;;1;MALE;MALE;ENEMY;GIBBER;WTASIGHT;;None;WTASIGHT;;;;;;S1-8;S1-8;;;15;Mutated Gibberling
ACQ18324;HUMANOID;GIBBERLING;GIBBERLING;GIBBERLING;ACQ18324;;1;MALE;MALE;ENEMY;GIBBER;WTASIGHT;None;None;WTASIGHT;;;;;;S1-8;S1-8;;;15;Mutated Gibberling
ACQ18325;HUMANOID;GIBBERLING;GIBBERLING;GIBBERLING;ACQ18325;;1;MALE;MALE;ENEMY;GIBBER;WTASIGHT;None;None;WTASIGHT;;;;;;S1-8;S1-8;;;15;Mutated Gibberling
ACQ18611;HUMANOID;GIBBERLING;GIBBERLING;GIBBERLING;ACQ18611;;1;MALE;MALE;ENEMY;GIBBER;WTASIGHT;None;None;WTASIGHT;;;;;;S1-8;S1-8;;;15;Mutated Gibberling
ACQ19001;HUMANOID;HUMAN;INNOCENT;HARLOT_WOMAN;ACQ19001;ACQ19001;1;FEMALE;FEMALE;NEUTRAL;;SHOUT;RUNENEMY;None;WTHSTLBE;;;;;;;;;;15;Mandy
ACQ19002;HUMANOID;HUMAN;INNOCENT;HARLOT_WOMAN;ACQ19002;ACQ19002;1;FEMALE;FEMALE;NEUTRAL;;SHOUT;RUNENEMY;None;WTHSTLBE;;;;;;;;;;15;Ashley
ACQ19003;HUMANOID;HUMAN;INNOCENT;HARLOT_WOMAN;ACQ19003;ACQ19003;1;FEMALE;FEMALE;NEUTRAL;;SHOUT;RUNENEMY;None;WTHSTLBE;;;;;;;;;;15;Cindy
ACQSZENT;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;ACQSZENT;ACQSZENT;7;MALE;MALE;NEUTRAL;ACQSZENT;;;;;;;;;;DAGG01;DAGG02;;;1500;Zhentarim Emissary
ACUMBHUL;MONSTER;UMBERHULK;UMBERHULK;UMBER_HULK;ACUMBHUL;;6;MALE;MALE;ENEMY;GENSHT01;None;None;UMBHUL01;WTASIGHT;;;;;;UMBER01;;;;4000;Umber Hulk
ACVIRGI;ANIMAL;RABBIT;FOOD_CREATURE;RABBIT;ACVIRGI;;1;MALE;MALE;NEUTRAL;;;None;None;;;;;;;;;;;7;
ADDY;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;addy;addy;1;FEMALE;FEMALE;NEUTRAL;SHOUT;INITMAIN;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;Addy
AGNASI;HUMANOID;ELF;INNOCENT;CLERIC_FEMALE_ELF;None;agnasi;9;FEMALE;FEMALE;NEUTRAL;SHOUT;PRIEST5;None;None;WTASIGHT;;;;;;BLUN05;;;;4700;Agnasia
AIRASPEC;MONSTER;WYVERN;WYVERN;WYVERN;airaspec;;10;NIETHER;MALE;ENEMY;None;None;WYVERN;None;wtasight;;;RING97;MAGE06;;WYVERN1;WYVERN2;;;4000;Air Aspect
AJANTD;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;None;ajantd;3;MALE;MALE;PC;None;None;None;None;wtasight;;SHLD03;;;;SW1H01;;;;0;Ajantis
AJANTI;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;AJANTIS;ajanti;2;MALE;MALE;NEUTRAL;AJANTIS;wtasight;None;None;DPLAYER;HELM11;SHLD03;;;;SW1H01;;;;0;Ajantis
AJANTI4;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;AJANTIS;ajanti;4;MALE;MALE;NEUTRAL;AJANTIS;wtasight;None;None;DPLAYER;HELM11;SHLD03;;;;SW1H01;;;;0;Ajantis
AJANTI6;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;AJANTIS;ajanti;6;MALE;MALE;NEUTRAL;AJANTIS;wtasight;None;None;DPLAYER;HELM11;SHLD03;;;;SW1H01;;;;0;Ajantis
ALAI;HUMANOID;HUMAN;FIGHTER_MAGE;FIGHTER_MALE_HUMAN;ALAI;alai;8;MALE;MALE;NEUTRAL;SHOUT;MAGE6;None;LEAVECH7;wtarsgt;;;RING09;;;HAMM01;DAGG05;;;1800;Alai
ALANBL;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;Alan;alanbl;7;MALE;MALE;NEUTRAL;None;None;None;None;wtasight;;;;;;SW1H07;;;;975;Alan Blackblade
ALATOS;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;Alatos;alatos;19;MALE;MALE;NEUTRAL;None;None;None;None;WTASIGHT;;;;;;DAGG02;;;;1000;Alatos "Ravenscar" Thuibuld
ALBERT;MONSTER;DEMONIC;IMP;BOY;Albert;albert;15;MALE;MALE;NEUTRAL;None;ALBERT;None;None;wtasight;;;immune1;;;B1-20;;;;1000;Albert
ALDETH;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Aldeth;ALDETH;5;MALE;MALE;NEUTRAL;SHOUT;None;None;ALDETHRU;WTASIGHT;;;;;;SW1H03;;;;650;Aldeth Sashenstar
ALEXAN;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;ALEXANDER;None;6;MALE;MALE;NEUTRAL;SHOUT;WTARSGT;None;None;None;HELM01;;;;;BOW03;SPER01;;;300;Alexander
ALGERN;HUMANOID;HUMAN;INNOCENT;FAT_MAN;None;algern;1;MALE;MALE;NEUTRAL;SHOUT;None;None;None;wtrunsgt;;;;;;;;;;15;Algernon
ALORA;HUMANOID;HALFLING;THIEF;THIEF_FEMALE_HALFLING;alora;alora;4;FEMALE;FEMALE;NEUTRAL;alora;;WTRUNSGT;None;DPLAYER;;;;MISC88;;DAGG01;;;;0;Alora
ALORA6;HUMANOID;HALFLING;THIEF;THIEF_FEMALE_HALFLING;alora;alora;6;FEMALE;FEMALE;NEUTRAL;alora;;WTRUNSGT;None;DPLAYER;;;;MISC88;;DAGG01;;;;0;Alora
ALVANH;HUMANOID;HALFLING;CLERIC;CLERIC_MALE_HALFLING;None;ALVAHE;9;MALE;MALE;NEUTRAL;SHOUT;PRIEST5;None;None;WTARSGT;;;;;;SLNG01;;;;3000;Alvanhendar
ALYTH;HUMANOID;HALF_ELF;RANGER;THIEF_FEMALE_ELF;alyth;alyth;7;FEMALE;FEMALE;NEUTRAL;SHOUT;None;None;None;wtrunsgt;;;;;;SW1H07;;;;750;"Lady" Alyth Elendara
AMARAN;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;None;AMARAN;10;MALE;MALE;NEUTRAL;INITDLG;PRIEST3;None;None;WTASIGHT;;;MAGE02;MAGE05;;BLUN37;;;;120;Amarande
AMNIS;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;None;amnis;2;MALE;MALE;NEUTRAL;SHOUT;None;SEEENEMY;None;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNIS2;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;None;amnis2;2;MALE;MALE;NEUTRAL;SHOUT;SEEENEMY;None;None;wtarsgt;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNIS3;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;Amnish3;AMNIS3;2;MALE;MALE;NEUTRAL;SHOUT;SEEENEMY;AMNISH3;None;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNIS3A;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;Amnish3a;AMNIS3;2;MALE;MALE;NEUTRAL;SHOUT;SEEENEMY;amnish3a;None;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNIS3B;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;Amnish3b;AMNIS3;2;MALE;MALE;NEUTRAL;SHOUT;SEEENEMY;amnish3b;None;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNIS4;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;None;amnis4;2;MALE;MALE;NEUTRAL;SHOUT;SEEENEMY;AMNISH4;None;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNISE;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;AmnishEnforcer;amnise;2;MALE;MALE;NEUTRAL;;SHOUT;None;AMNISE;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNISE2;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;AMNISE2;None;2;MALE;MALE;NEUTRAL;;SHOUT;None;AMNISE2;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNISE3;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;AMNISE3;None;2;MALE;MALE;NEUTRAL;;SHOUT;None;AMNISE2;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNISE4;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;AMNISE4;None;2;MALE;MALE;NEUTRAL;;SHOUT;None;AMNISE2;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMNISE5;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;AMNISE5;None;2;MALE;MALE;NEUTRAL;;SHOUT;None;AMNISE2;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;15;Amnian Soldier
AMSLEEP;HUMANOID;HUMAN;AMNISH_SOLDIER;CLERIC_MALE_HUMAN;None;amsleep;2;MALE;MALE;NEUTRAL;SHOUT;INITDLG;None;None;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;65;Amnian Soldier
ANDARS;HUMANOID;HUMAN;INNOCENT;SLAVE;ANDARSSON;andars;1;MALE;MALE;NEUTRAL;SLAVE;None;WTRUNSGT;None;None;;;;;;;;;;2;Andarsson
ANDOUT;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;andout;1;MALE;MALE;NEUTRAL;SHOUT;WDRUNSGT;None;None;None;;;;;;;;;;15;Andout
ANDRIS;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;Andris;ANDRIS;11;MALE;158;NEUTRAL;SHOUTDLG;ANDRIS;None;None;WTASIGHT;;;MAGE03;;;;;;;6000;Andris
ANGELO;HUMANOID;HUMAN;FIGHTER_MAGE;FIGHTER_MALE_HUMAN;Angelo;angelo;7;MALE;MALE;NEUTRAL;None;MAGE3;None;None;WTASIGHT;;;;;;SW1H05;;;;10000;Angelo
ANKHEG;MONSTER;ANKHEG;ANKHEG;ANKHEG;None;;8;NIETHER;MALE;ENEMY;ANKHEG;None;None;None;None;;;;;;ANKHEG1;ANKHEG2;;;975;Ankheg
ANKHEGF;MONSTER;ANKHEG;ANKHEG;ANKHEG;None;;8;NIETHER;MALE;ENEMY;ANKHEG;None;None;None;None;;;;;;ANKHEG1;ANKHEG2;;;975;Ankheg
ANKHEGG;MONSTER;ANKHEG;ANKHEG;ANKHEG;None;;8;NIETHER;MALE;ENEMY;None;ANKHEGG;ANKHEG;None;None;;;;;;ANKHEG1;ANKHEG2;;;975;Ankheg
ANKHEGQ;MONSTER;ANKHEG;ANKHEG;ANKHEG;None;;8;NIETHER;MALE;ENEMY;None;None;ANKHEG;None;None;;;;;;ANKHEG1;ANKHEG2;;;975;Ankheg
AOLN;HUMANOID;HUMAN;INNOCENT;FIGHTER_MALE_HUMAN;None;aoln;3;MALE;MALE;NEUTRAL;SHOUT;INITDLG;None;None;wtarsgt;;;;;;BOW03;SW1H07;;;270;Aoln
APPAR;UNDEAD;SKELETON;SKELETON;SKELETON;APPAR;APPAR;1;NIETHER;158;NEUTRAL;SHOUTDLG;None;None;None;None;;;;;;;;;;65;Skeleton
ARCHDR;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;ARCHDRUID;druid2;12;MALE;MALE;NEUTRAL;SHOUT;INITDLG;PRIEST4;None;WTASIGHT;;SHLD04;;;;BLUN01;;;;1000;The Archdruid
ARDENO;HUMANOID;HOBGOBLIN;HOBGOBLIN;HOBGOBLIN;Ardenor;ardeno;7;MALE;MALE;NEUTRAL;None;SHOUT;None;None;wtasight;HELM01;;;;;COMPS01;;;;900;Ardenor Crush
ARDROU;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;Ardrou;Ardrou;1;FEMALE;FEMALE;NEUTRAL;SHOUT;WTRUNSGT;RUNENEMY;None;None;;;;;;;;;;15;Ardrouine
ARGHAI;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;ARGHAIN;arghai;5;NIETHER;MALE;NEUTRAL;ARGHA;None;WTASIGHT;None;None;HELM01;;;;;SW2H02;;;;520;Arghain
ARGHH;GIANTHUMANOID;OGRE;OGRE;OGRE;ARGHH;;4;NIETHER;MALE;ENEMY;None;None;WTASIGHT;None;None;;;;;GOPOOF;SW2H01;;;;1250;Arghh
ARKANI;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;ARKANIS;None;2;MALE;MALE;NEUTRAL;None;None;None;None;None;IHELM10;ISHLD03;;;;IAX1H01;;;;0;Arkanis
ARKANI3;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;ARKANIS;arkani3;4;MALE;MALE;NEUTRAL;murder1;shout;SEEENEMY;WTARSGT;initmain;HELM10;;;;;AX1H01Q;BOW03;;;60;Arkanis
ARKION;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;Arkion;ARKION;7;MALE;MALE;NEUTRAL;;shout;mage3;None;WTASIGHT;;;;;;DAGG01;;;;900;Arkion
ARKUSH;HUMANOID;HUMAN;MAGE;MAGE_FEMALE_HUMAN;ARKUSH;ARKUSH;5;FEMALE;FEMALE;NEUTRAL;SHOUT;MAGE3;None;WTASIGHT;None;;;;;;STAF01;;;;600;Arkushule
ARLIN;HUMANOID;HALF_ELF;MAGE;MAGE_MALE_ELF;ARLIN;None;7;MALE;MALE;NEUTRAL;SHOUT;gretek;MAGE2;None;WDASIGHT;;;;;;STAF01;;;;850;Arlin
ASHEN;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;ASHEN;ASHEN;1;MALE;MALE;NEUTRAL;SHOUT;INITDLG;None;None;WTRUNSGT;;;;;;;;;;15;Ashen
ASHIRU;UNDEAD;SPECTRE;FIGHTER_THIEF;THIEF_FEMALE_ELF;Ashiru;None;8;FEMALE;FEMALE;ENEMY;TURNINVS;None;None;None;WTASIGHT;;;;MAGE01;;SW1H21;;;;2000;Ashirukuru
ATTSLIM;HUMANOID;HALF_ELF;INNOCENT;FIGHTER_MALE_ELF;None;DORK;1;MALE;MALE;NEUTRAL;SHOUT;SEEENEMY;None;None;WDASIGHT;;;;;;;;;;15;Commoner
AVARICE;HUMANOID;GOLEM;GOLEM_IRON;FIGHTER_MALE_DWARF;avarice;AVARICE;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;0;Warder
