
file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;name
A7#CWSU;HUMANOID;DRONE;MAGE;A7_DRONE_WIZARD;A7#CWizSu;;14;SUMMONED;MALE;CONTROLLED;;;None;None;BDSUM00;;;A7#RING1;;;A7#CWWP;A7#CWWP;A7#CWWP;A7#CWWP;0;Wizard Construct
A7#DBDY;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;A7#DeadAdventurer;None;1;MALE;MALE;ANYONE;None;None;None;None;None;;;;;;;;;;0;Corpse
A7#ERIN;MONSTER;DEMONIC;IMP;MAGE_FEMALE_ELF;A7#Erinyes;A7#DDVL2;9;FEMALE;FEMALE;NEUTRAL;A7#ENMY;A7#CERIN;A7#ERIN;None;A7#EVIL2;;;IMMUNE1;RINGDEMN;A7#ERIN1;BOW12;SW1H41;;;1750;Erinyes
A7#GELU;MONSTER;DEMONIC;IMP;A7_RAVER_BLUE;a7#gelugon;None;18;NIETHER;MALE;NEUTRAL;;none;A7#GELU;None;A7#EVIL2;;;IMMUNE3;RINGDEMN;REGHP2R;P3-12M4;;;;4000;Gelugon Mastermind
A7#IMP;HUMANOID;IMP;IMP;IMP;A7#Imp;A7#DIMP;3;NIETHER;MALE;NEUTRAL;A7#ENMY;A7#CIMP;A7#IMP;None;A7#EVIL;;;REGHP1;IMMUNE1;;IMP;;;;350;Imp
A7#MDRM;HUMANOID;MODRON;FIGHTER;A7_MODRON_MONO;A7#Monodrone;A7#DMDRM;2;NIETHER;MALE;GOODBUTBLUE;None;None;None;None;A7#GOOD;;;RING95;;;B1-4;;;;100;Modron
A7#MDRM1;HUMANOID;MODRON;FIGHTER;A7_MODRON_MONO;A7#Monodrone;;1;NIETHER;MALE;NEUTRAL;A7#SHT01;None;None;None;A7#CDEF;;;RING95;;;B1-4;;;;100;Modron Laborer
A7#MDRMO;HUMANOID;MODRON;FIGHTER;A7_MODRON_MONO;A7#Monodrone;;4;NIETHER;MALE;ENEMY;A7#SHT01;None;None;None;A7#CDEF;;;RING95;;;B1-4;;;;250;Rogue Modron
A7#MDRQ;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;A7#DMDRQ;8;NIETHER;MALE;GOODBUTBLUE;None;None;A7#MODRQ;None;A7#GOOD;;;RING95;;;B1-10M2;;;;650;Modron
A7#MDRQ1;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;4;NIETHER;MALE;NEUTRAL;A7#SHT01;None;None;None;A7#CDEF;;;RING95;;;B1-10M2;;;;650;Modron Guard
A7#MDRQ2;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;4;NIETHER;MALE;NEUTRAL;A7#SHT01;None;None;None;A7#CDEF;;;RING95;;;B1-10M2;;;;650;Modron Director
A7#MDRQ3;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;4;NIETHER;MALE;NEUTRAL;A7#SHT01;None;None;None;A7#CDEF;;;RING95;;;B1-10M2;;;;650;Modron Guide
A7#MDRQO;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;12;NIETHER;MALE;ENEMY;A7#SHT01;None;None;None;A7#CDEF;;;RING95;;;B1-10M2;;;;250;Rogue Modron
A7#MDRQP;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;12;NIETHER;MALE;ENEMY;A7#SHT01;None;None;None;A7#CDEF;;;RING95;;;B1-10M2;;;;250;Rogue Modron
A7#MDRR;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_RANGED;A7#Quadrone;A7#DMDRR;8;NIETHER;MALE;GOODBUTBLUE;None;None;A7#MODRQ;None;A7#GOOD;;;RING95;;;A7#MQXBW;A7#MQXBW;A7#MQXBW;A7#MQXBW;650;Modron
A7#MDRR1;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_RANGED;A7#Quadrone;;4;NIETHER;MALE;NEUTRAL;A7#SHT01;A7#MODRW;None;None;A7#CRNG;;;RING95;;;A7#MQXBW;A7#MQXBW;A7#MQXBW;A7#MQXBW;650;Modron Worker
A7#MDRRO;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_RANGED;A7#Quadrone;;12;NIETHER;MALE;ENEMY;A7#SHT01;None;None;None;A7#CRNG;;;RING95;;;A7#MQXBW;A7#MQXBW;A7#MQXBW;A7#MQXBW;250;Rogue Modron
A7#RCHI;HUMANOID;DRONE;FIGHTER;A7_DRONE_HEAVY;A7#CHigh;;9;NIETHER;NIETHER;NEUTRAL;A7#SHT01;A7#CHIGH;A7#DRON2;;A7#EVIL;;;A7#RING1;;;S2-16M2;;;;1000;High Threat Construct
A7#RCLO;HUMANOID;DRONE;FIGHTER;A7_DRONE_LIGHT;A7#CLow;;3;NIETHER;NIETHER;NEUTRAL;A7#SHT01;A7#CLOW;None;None;A7#EVIL;;;A7#RING1;;;S1-8;;;;125;Low Threat Construct
A7#TMABB;MONSTER;DEMONIC;IMP;ABISHAI_BLACK;A7#AbisBlack;A7#DDVL2;11;NIETHER;MALE;NEUTRAL;A7#TMSUM;A7#ENMY;A7#CABB;A7#ABS;A7#EVIL2;;;IMMUNE2;RINGDEMN;REGHP2R;P3-12M4;;;;1750;Black Abishai
A7#TMABG;MONSTER;DEMONIC;IMP;ABISHAI_GREEN;A7#AbisGreen;A7#DDVL2;11;NIETHER;MALE;NEUTRAL;A7#TMSUM;A7#ENMY;A7#CABG;A7#ABS;A7#EVIL2;;;IMMUNE2;RINGDEMN;REGHP2R;P3-12M4;;;;2000;Green Abishai
A7#TMABR;MONSTER;DEMONIC;IMP;ABISHAI_RED;A7#AbisRed;A7#DDVL2;11;NIETHER;MALE;NEUTRAL;A7#TMSUM;A7#ENMY;A7#CABR;A7#ABS;A7#EVIL2;;;IMMUNE2;RINGDEMN;REGHP2R;P3-12M4;;;;2250;Red Abishai
A7#TMERI;MONSTER;DEMONIC;IMP;MAGE_FEMALE_ELF;A7#Erinyes;A7#DDVL2;9;FEMALE;FEMALE;NEUTRAL;A7#TMSUM;A7#ENMY;A7#CERIN;A7#ERIN;A7#EVIL2;;;IMMUNE1;RINGDEMN;A7#ERIN1;BOW12;SW1H41;;;1750;Erinyes
A7#TMIMP;HUMANOID;IMP;IMP;IMP;A7#Imp;A7#DIMP;3;NIETHER;MALE;NEUTRAL;A7#TMSUM;A7#ENMY;A7#CIMP;A7#IMP;A7#EVIL;;;REGHP1;IMMUNE1;;IMP;;;;350;Imp
AATAQAH;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI;aataqah;aataqah;5;NIETHER;MALE;NEUTRAL;SHOUTDL2;None;None;None;None;;;;;MINHP1;B3-24;;;;5000;Aataqah
ABAZDG02;MONSTER;DRAGON;RED_DRAGON;DRAGON_PURPLE;abazdg02;abazdg02;25;FEMALE;FEMALE;ENEMY;None;None;None;None;abazdg02;;;;DRAGRING;;DRAGPUR1;;;;29000;Tamah
ABAZIGAL;MONSTER;DRAGON;SHADOW_DRAGON;FIGHTER_MALE_HUMAN;Abazigal1;Abazigal;30;MALE;MALE;ENEMY;None;None;ABAZIGAL;None;abaz2;HELMNOAN;;BHAALHP1;;;ABAZ03;;;;25000;Abazigal
ABISRED1;MONSTER;DEMONIC;TANARI;CORNUGON;abisred1;None;13;NIETHER;MALE;ENEMY;None;none;None;None;wtasight;;;immune3;RINGDEMN;reghp2r;p3-12m4;;;;9000;Abishai
ABYDEM01;MONSTER;DEMONIC;TANARI;TANARRI;abydem01;abydem01;10;NIETHER;MALE;NEUTRAL;shoutdlg;TANARI;None;WTASIGHT;None;;;ringdemn;;;S1-12M2;;;;10000;Tanar'ri
AC#PP06B;ANIMAL;BEAR;BEAR_BROWN;BEAR_BROWN;AC#PP06B;AC#PP06B;5;MALE;MALE;NEUTRAL;AC#PP06B;NONE;;;;;;;;;B1-8;;;;420;Brown Bear
AC#PP06G;ANIMAL;NO_RACE;FOOD_CREATURE;GROUNDHOG;AC#PP06G;AC#PP06G;1;MALE;MALE;NEUTRAL;NONE;;NONE;NONE;;;;;;;;;;;1;Groundhog
AC#PP06M;ANIMAL;NO_RACE;FOOD_CREATURE;RAT;AC#PP06M;AC#PP06M;1;MALE;MALE;NEUTRAL;NONE;NONE;NONE;;;;;;;;;;;;1;Rat
AC#PP06P;ANIMAL;NO_RACE;FOOD_CREATURE;PHEASANT;AC#PP06P;AC#PP06P;1;MALE;MALE;NEUTRAL;NONE;;;NONE;;;;;;;;;;;1;Pheasant
AC#PP06R;ANIMAL;RABBIT;NO_CLASS;RABBIT;AC#PP06R;AC#PP06R;1;MALE;MALE;NEUTRAL;NONE;NONE;;NONE;;;;;;;;;;;7;Rabbit
AC#PP06S;ANIMAL;NO_RACE;FOOD_CREATURE;SQUIRREL;AC#PP06S;AC#PP06S;1;MALE;MALE;NEUTRAL;NONE;NONE;;NONE;;;;;;;;;;;1;Squirrel
AC#PP19A;MONSTER;SKELETON;SKELETON;ZOMBIE;AC#PP19A;AC#PP19A;5;NIETHER;MALE;NEUTRAL;AC#PP19A;;NONE;NONE;;;;RING95;;;;;;;0;Zombie
AC#PP70Z;FROZEN;NO_RACE;NO_CLASS;DOOM_GUARD;AC#PP70Z;;6;NIETHER;MALE;NEUTRAL;AC#PP70Z;NONE;NONE;NONE;NONE;HELMNOAN;;NOCIRC;TROLLIMM;IMPINVIS;TROLL01;;;;1400;Fallen Tree
AC#PP77W;UNDEAD;WRAITH;NO_CLASS;WAILING_VIRGIN;AC#PP77W;;7;NIETHER;FEMALE;ENEMY;AC#PP77K;AC#PP77W;None;None;;;;;immune1;immchs;b1-8m2;;;;4000;Banshee
AC#PP971;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;AC#PP971;AC#PP971;12;MALE;MALE;NEUTRAL;AC#PP971;AC#PP97D;SHOUT;NONE;WTASIGHT;HELM09;sw1h07;RING06;;;sw1h07;;;;1500;Maddlethorpe Vemmil
AC#PP972;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;AC#PP972;AC#PP972;12;MALE;MALE;NEUTRAL;AC#PP972;AC#PP97D;SHOUT;NONE;WTASIGHT;HELM01;;;;;AC#PPPHA;;;;1500;Wimpley Ulvax
AC#PP973;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;AC#PP973;AC#PP973;12;MALE;MALE;NEUTRAL;;AC#PP97D;SHOUT;NONE;MAGE12A;;;;;;staf01;;;;2000;Edvarr Nolthune
AC#PP974;HUMANOID;ELF;FIGHTER;FIGHTER_MALE_ELF;AC#PP974;AC#PP974;12;MALE;MALE;NEUTRAL;;AC#PP97D;SHOUT;NONE;WTARSGT;;;;;;bow01;;;;2000;Archer
AC#PP975;HUMANOID;ELF;FIGHTER;FIGHTER_MALE_ELF;AC#PP975;;12;MALE;MALE;NEUTRAL;;AC#PP97D;SHOUT;NONE;WTARSGT;;;;;;bow01;;;;2000;Archer
AC#PPAL1;UNDEAD;MIST;MIST;AC#NWN_ALLIP;AC#PPAL1;NONE;3;NIETHER;MALE;ENEMY;AC#ALLIP;NONE;NONE;NONE;WTASIGHT;;;IMMUNE1;RING95;;AC#ALLIP;;;;800;Allip
AC#PPAL2;UNDEAD;MIST;MIST;AC#NWN_ALLIP;AC#PPAL2;NONE;3;NIETHER;MALE;ENEMY;AC#PPAL2;NONE;NONE;NONE;WTASIGHT;;;IMMUNE1;RING95;;AC#ALLIP;;;;800;Allip
AC#PPANN;MONSTER;ANKHEG;ANKHEG;ANKHEG;NONE;;3;NIETHER;MALE;ENEMY;AC#PPANN;NONE;NONE;ANKHEG;WTASIGHT;;;;;;ANKHEG1;ANKHEG2;;;975;Mesmerized Ankheg
AC#PPASU;MONSTER;ANKHEG;ANKHEG;ANKHEG;NONE;;3;SUMMONED;MALE;CONTROLLED;ANKHEG;NONE;NONE;NONE;NONE;;;;;;ANKHEG1;ANKHEG2;;;0;Ankheg
AC#PPBA1;UNDEAD;WRAITH;NO_CLASS;WAILING_VIRGIN;AC#PPBA1;AC#PPBA1;7;NIETHER;FEMALE;NEUTRAL;AC#PPBA1;NONE;NONE;BANSHE01;WTASIGHT;;;;IMMUNE1;IMMCHS;B1-8M2;;;;4000;Naerwyn
AC#PPBES;UNDEAD;SPECTRE;FIGHTER;THIEF_MALE_ELF;;;10;MALE;MALE;CONTROLLED;;;;NONE;WTASIGHT;HELM08;;RING95;AC#PPBER;;SW2H02;;;;0;Erlavanas Myth'yalv
AC#PPBG7;GIANTHUMANOID;GOLEM;GOLEM_STONE;SKELETON_FIEND;AC#PPBG7;;14;NIETHER;MALE;ENEMY;AC#PP77K;NONE;NONE;NONE;WTASIGHT;;;IMMUNE1;GOLCLA;;S3-8M3;;;;8000;Bone Weird
AC#PPBGL;GIANTHUMANOID;GOLEM;GOLEM_STONE;SKELETON_FIEND;AC#PPBGL;;14;NIETHER;MALE;ENEMY;AC#PPBGO;NONE;NONE;NONE;WTASIGHT;;;IMMUNE1;GOLCLA;;S3-8M3;;;;5000;Lesser Bone Weird
AC#PPBGO;GIANTHUMANOID;GOLEM;GOLEM_STONE;SKELETON_FIEND;AC#PPBGO;;14;NIETHER;MALE;ENEMY;AC#PPBGO;NONE;NONE;NONE;WTASIGHT;;;IMMUNE1;GOLCLA;;S3-8M3;;;;8000;Bone Weird
AC#PPBJA;MONSTER;ANKHEG;ANKHEG;AC#ANKHEG_BROWN;AC#PPBJA;;3;NIETHER;MALE;ENEMY;AC#PP70D;GENSHT01;NONE;ANKHEG;WTASIGHT;;;;;;AC#PPBJ1;ANKHEG2;;;900;Blightspawn Ankheg
AC#PPBLO;UNDEAD;SLIME;FIGHTER;AC#BLOOD_AMNIOTE;AC#PPBLO;AC#PPBLO;12;NIETHER;MALE;NEUTRAL;AC#PPBLO;NONE;NONE;NONE;WTASIGHT;AC#PPHAL;;IMMUNE1;ring95;;shadowwp;;;;15000;Ancient Blood Amniote
AC#PPBOY;HUMANOID;HUMAN;INNOCENT;BOY;AC#PPBOY;AC#PPBOY;1;MALE;MALE;NEUTRAL;;NONE;NONE;NONE;NONE;;;;;;;;;;7;Henry
AC#PPBP;MONSTER;SLIME;GREY_OOZE;AC#BLOOD_PUDDLE;NONE;;3;NIETHER;MALE;ENEMY;NONE;NONE;NONE;NONE;WTASIGHT;;;RING95;;;B1-4;;;;0;Blood Puddle
AC#PPC6E;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPC6E;AC#PPC6E;3;MALE;MALE;NEUTRAL;AC#PPC6E;NONE;NONE;NONE;;;;;;MINHP1;;;;;175;Priest of Eldath
AC#PPCAA;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;AC#PPCAA;AC#PPCAA;1;FEMALE;FEMALE;NEUTRAL;;;;;NONE;;;RING10;;;;;;;15;Aunt Pesca
AC#PPCHA;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;AC#PPCHA;AC#PPCHA;1;MALE;MALE;NEUTRAL;AC#PPCHA;;NONE;NONE;;;;;;;;;;;15;Larrin
AC#PPCHS;MONSTER;DEMONIC;TANARI;CHASME_ACIFER;AC#PPCHS;None;10;NIETHER;MALE;ENEMY;AC#PPCHS;none;None;None;;;;IMMUNE1;RINGDEMN;;AC#CHASM;;;;14000;Chasme
AC#PPCHT;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;AC#PPCHT;AC#PPCHT;4;MALE;MALE;NEUTRAL;NONE;;NONE;NONE;;;;;;;;;;;370;Dwarf
AC#PPDBD;MONSTER;SKELETON;SKELETON_WARRIOR;SKELETON;AC#PPDBD;;9;NIETHER;MALE;ENEMY;AC#PPDBD;NONE;NONE;NONE;WTASIGHT;HELM08;;RING99;;;SW2H02;;;;5000;Warden of the Day
AC#PPDBN;MONSTER;SKELETON;SKELETON_WARRIOR;SKELETON;AC#PPDBN;;9;NIETHER;MALE;ENEMY;AC#PPDBN;NONE;NONE;NONE;WTASIGHT;HELM11;;RING99;;;SW2H02;;;;5000;Warden of the Night
AC#PPDED;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN_LOW;AC#PPDED;DEADB02;7;MALE;FEMALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;0;Adventurer
AC#PPDER;ANIMAL;NO_RACE;FOOD_CREATURE;DEER;AC#PPDER;None;1;FEMALE;FEMALE;NEUTRAL;AC#PPDER;;None;None;;;;;;;;;;;65;Deer
AC#PPDR1;HUMANOID;FAIRY;FAIRY_DRYAD;AC#NYMPH_WATER;AC#PPDR1;AC#PPDR1;2;FEMALE;FEMALE;NEUTRAL;AC#PPDR1;NONE;NONE;NONE;;;;;;;DAGG01;;;;975;Maiden of the Grotto
AC#PPDW1;HUMANOID;ELF;MAGE;MAGE_MALE_ELF;AC#PPDW1;AC#PPDW1;18;MALE;MALE;NEUTRAL;AC#PPDW1;GRPSHT01;;;WTASIGHT;;;AMUL22;;AC#PPCO4;staf01;;;;8500;Zalyndar
AC#PPDW2;HUMANOID;ELF;FIGHTER;DROW;AC#PPDW2;;7;EXTRA3;MALE;NEUTRAL;AC#PPDRW;GRPSHT01;None;None;WTASIGHT;helmnoan;SHLD04;;;;SW1H05;;;;2500;Drow Warrior
AC#PPDW3;HUMANOID;ELF;FIGHTER;FIGHTER_MALE_ELF;AC#PPDW3;;9;MALE;MALE;NEUTRAL;AC#PPDRW;GRPSHT01;None;None;WTASIGHT;;;;;;XBOW05;SW1H05;;;2000;Drow
AC#PPEAE;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;AC#ELEMENTAL_EARTH_GRAY;AC#PPEAE;;10;NIETHER;MALE;ENEMY;GENSHT01;AC#PP70D;None;None;WDASIGHT;;;IMMUNE2;RING95;;ELEAR;;;;6000;Graveearth Elemental
AC#PPEEA;UNDEAD;WRAITH;NO_CLASS;WAILING_VIRGIN;AC#PPEEA;AC#PPEEA;7;NIETHER;FEMALE;NEUTRAL;SHOUTDLG;NONE;NONE;NONE;;;;;immune1;immchs;b1-8m2;;;;4000;Elv-Esster Aened
AC#PPEL1;HUMANOID;HUMAN;INNOCENT;CLERIC_MALE_HUMAN;AC#PPEL1;AC#PPEL1;3;MALE;MALE;NEUTRAL;AC#PPEL1;NONE;NONE;NONE;;;;;;;;;;;175;Merethan
AC#PPEL2;HUMANOID;HUMAN;INNOCENT;CLERIC_MALE_HUMAN;AC#PPEL2;AC#PPEL2;3;MALE;MALE;NEUTRAL;AC#PPEL2;NONE;NONE;NONE;;;;;;MINHP1;;;;;175;Merethan
AC#PPEL3;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPEL3;AC#PPEL3;3;MALE;MALE;NEUTRAL;INITRG13;NONE;NONE;NONE;;;;;;MINHP1;;;;;175;Priest of Eldath
AC#PPEL4;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPEL4;AC#PPEL4;3;MALE;MALE;NEUTRAL;AC#PPEL4;NONE;NONE;NONE;;;;;;MINHP1;;;;;175;Alatoasz Berendim
AC#PPEL8;HUMANOID;HUMAN;CLERIC;CLERIC_FEMALE_HUMAN;AC#PPEL8;AC#PPEL8;6;FEMALE;FEMALE;NEUTRAL;;NONE;NONE;NONE;WTASIGHT;HELMNOAN;;;;;STAF01;;;;1060;Sister Irinwe
AC#PPELH;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPELH;AC#PPELH;3;MALE;MALE;NEUTRAL;;NONE;NONE;NONE;RANDWALK;;;;;MINHP1;;;;;175;Priest of Eldath
AC#PPELR;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPELR;AC#PPELR;3;MALE;MALE;NEUTRAL;;NONE;NONE;NONE;;;;;;MINHP1;;;;;175;Priest of Eldath
AC#PPELS;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPELS;AC#PPELS;3;MALE;MALE;NEUTRAL;;NONE;NONE;NONE;;;;;;MINHP1;;;;;175;Priest of Eldath
AC#PPELX;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPELX;AC#PPELX;3;MALE;MALE;GOODBUTBLUE;AC#PPELX;AC#PPE70;NONE;NONE;;;;;;MINHP1;;;;;175;Brother Elonar
AC#PPELY;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPELY;AC#PPELY;3;MALE;MALE;NEUTRAL;;AC#PPE70;NONE;NONE;;;;;;MINHP1;;;;;175;Brother Meyndel
AC#PPELZ;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPELZ;AC#PPELZ;3;MALE;MALE;NEUTRAL;;AC#PPE70;NONE;NONE;;;;;;MINHP1;;;;;175;Brother Thalen
AC#PPEX2;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPEX2;AC#PPEX2;3;MALE;MALE;GOODBUTBLUE;AC#PPEX2;AC#PPEX1;NONE;NONE;;;;;;MINHP1;;;;;175;Brother Elonar
AC#PPEY2;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPEY2;AC#PPEY2;3;MALE;MALE;NEUTRAL;;AC#PPEX1;NONE;NONE;;;;;;MINHP1;;;;;175;Brother Meyndel
AC#PPEZ2;HUMANOID;HUMAN;INNOCENT;MONK;AC#PPEZ2;AC#PPEZ2;3;MALE;MALE;NEUTRAL;;AC#PPEX1;NONE;NONE;;;;;;MINHP1;;;;;175;Brother Thalen
AC#PPFAE;MONSTER;FAIRY;FAIRY_DRYAD;DOOM_GUARD;AC#PPFAE;AC#PPFAE;20;NIETHER;FEMALE;NEUTRAL;AC#PPFAE;;NONE;NONE;;;;IMMUNE2;ring95;AC#PPSYA;;;;;3500;Dell-Light Twins
AC#PPFI1;WEAPON;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN_LOW;AC#PPFI1;AC#PPFI1;12;MALE;MALE;NEUTRAL;AC#PPFI1;NONE;NONE;NONE;NONE;helm01;;;;;sw1h05;;;;0;Varric Redscar
AC#PPFUN;MONSTER;NO_RACE;NO_CLASS;SHRIEKER;icfung02;;6;NIETHER;NIETHER;ENEMY;AC#PPFUN;None;None;None;None;;;;;;UMBER01;;;;420;Spore Colony
AC#PPGH1;UNDEAD;GHOUL;GHOUL;GHOUL;None;;2;NIETHER;MALE;ENEMY;None;None;None;None;wdasight;;;RING95;;;GHOUL1;;;;175;Ghoul
AC#PPHE1;UNDEAD;SHADOW;FIGHTER;AC#ELVENMAID;AC#PPHE1;AC#PPHE1;9;NIETHER;FEMALE;NEUTRAL;AC#PPHE1;NONE;NONE;NONE;;;;IMMUNE1;ring95;;;;;;4600;Spirit of Elv-Esster Aened
AC#PPHE2;UNDEAD;SHADOW;FIGHTER;AC#ELVENMAID;AC#PPHE2;AC#PPHE2;9;FEMALE;FEMALE;NEUTRAL;INITRG13;;NONE;NONE;;;;IMMUNE1;ring95;;;;;;4600;Spirit of Elv-Esster Aened
AC#PPHE3;UNDEAD;SHADOW;FIGHTER;MAGE_FEMALE_ELF;AC#PPHE3;;9;NIETHER;MALE;NEUTRAL;AC#PPHE3;;NONE;NONE;;;;IMMUNE1;ring95;;;;;;4600;Elven Spirit
AC#PPHEL;UNDEAD;SHADOW;FIGHTER;FIGHTER_MALE_ELF;AC#PPHEL;AC#PPHEL;9;NIETHER;MALE;NEUTRAL;AC#PPHEL;NONE;NONE;NONE;;;;IMMUNE1;ring95;;;;;;4600;Elven Spirit
